time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-16T12:04:38.840Z,-54.7352,-30.9843,10,5.3,mb,,65,3.24,0.59,us,us10006q3i,2016-09-16T12:20:28.040Z,"South Sandwich Islands region",earthquake,11.1,1.9,0.072,65,reviewed,us,us
2016-09-16T08:22:09.750Z,-12.5069,166.4161,72.23,4.8,mb,,196,7.044,0.92,us,us10006q2g,2016-09-16T08:46:32.040Z,"195km NW of Sola, Vanuatu",earthquake,13.8,9.3,0.104,29,reviewed,us,us
2016-09-16T07:50:47.680Z,5.7091,125.5222,203.45,5.3,mb,,28,1.352,0.84,us,us10006q1w,2016-09-16T17:45:59.040Z,"3km ESE of Kalbay, Philippines",earthquake,2.7,6.5,0.042,188,reviewed,us,us
2016-09-16T05:44:27.360Z,-7.5687,128.2194,167.25,4.7,mb,,57,3.079,1.03,us,us10006q11,2016-09-16T06:02:58.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.6,8.7,0.096,33,reviewed,us,us
2016-09-16T02:38:39.810Z,-27.738,-177.6383,115.56,4.8,mb,,77,1.523,0.83,us,us10006q03,2016-09-16T02:57:05.040Z,"171km N of Raoul Island, New Zealand",earthquake,7.9,6,0.046,147,reviewed,us,us
2016-09-16T02:13:13.730Z,0.757,-28.0652,10,4.8,mb,,97,10.198,0.95,us,us10006q01,2016-09-16T02:37:24.040Z,"Central Mid-Atlantic Ridge",earthquake,9,1.9,0.095,34,reviewed,us,us
2016-09-16T00:30:53.190Z,15.4416,-91.8306,166.33,4.5,mb,,117,0.339,1.05,us,us10006pzi,2016-09-16T00:59:05.040Z,"6km S of La Libertad, Guatemala",earthquake,7.1,7.9,0.079,47,reviewed,us,us
2016-09-15T19:45:55.100Z,-3.858,128.9966,113,5.5,mb,,42,4.693,0.98,us,us10006pwz,2016-09-17T16:20:15.000Z,"49km SE of Saparua, Indonesia",earthquake,5.5,4.4,0.042,192,reviewed,us,us
2016-09-15T16:54:02.000Z,53.7528,-164.1566,41,4.5,ml,9,219.599982432001,,0.26,ak,ak14006099,2016-09-20T21:22:16.009Z,"114km ESE of Akutan, Alaska",earthquake,1.2,1.1,,,reviewed,ak,ak
2016-09-15T15:31:07.100Z,-38.0298,-73.4499,24.97,4.5,mwr,,132,1.296,1,us,us10006pti,2016-09-20T15:14:32.634Z,"25km S of Canete, Chile",earthquake,6.1,5.4,0.063,24,reviewed,us,us
2016-09-15T13:46:44.560Z,17.2504,-94.8009,51.65,5.1,mb,,141,2.727,0.97,us,us10006psr,2016-09-16T18:14:57.000Z,"30km ENE of Palomares, Mexico",earthquake,7.4,11,0.068,71,reviewed,us,us
2016-09-15T06:42:24.010Z,-6.3523,-76.7042,29.45,4.6,mb,,120,3.646,0.69,us,us10006pq2,2016-09-16T04:38:31.000Z,"2km W of Tabalosos, Peru",earthquake,7.8,6.7,0.059,86,reviewed,us,us
2016-09-15T05:57:24.900Z,12.4501,-86.6352,10,5.4,mb,,121,0.079,1.09,us,us10006ppy,2016-09-20T18:27:37.780Z,"12km NNE of La Paz Centro, Nicaragua",earthquake,4.7,1.8,0.026,518,reviewed,us,us
2016-09-15T02:30:48.000Z,10.2111,91.6828,25.75,5,mb,,117,1.773,0.77,us,us10006pnx,2016-09-15T03:06:53.311Z,"198km SW of Port Blair, India",earthquake,4.9,5.6,0.088,41,reviewed,us,us
2016-09-14T21:32:01.760Z,-9.588,158.476,14.69,4.8,mb,,93,1.459,0.83,us,us10006pm8,2016-09-14T21:59:26.040Z,"162km W of Honiara, Solomon Islands",earthquake,6.4,4,0.074,57,reviewed,us,us
2016-09-14T21:16:16.900Z,-29.0008,-71.508,19.27,4.7,mb,,98,0.707,1.05,us,us10006pm4,2016-09-14T21:46:19.040Z,"87km WSW of Vallenar, Chile",earthquake,5.1,2.6,0.142,15,reviewed,us,us
2016-09-14T20:16:08.620Z,34.5466,141.4813,29.82,4.6,mb,,100,1.983,1.24,us,us10006plg,2016-09-14T23:13:41.203Z,"126km ESE of Katsuura, Japan",earthquake,8.1,5.3,0.056,94,reviewed,us,us
2016-09-14T19:23:56.170Z,-9.2827,119.4401,101.01,4.6,mb,,93,2.837,1.18,us,us10006pk3,2016-09-14T21:47:48.040Z,"12km NNW of Sawirara, Indonesia",earthquake,3.5,7.6,0.065,71,reviewed,us,us
2016-09-14T18:03:26.450Z,-56.0855,-27.5746,115.09,5.2,mb,,60,5.417,0.93,us,us10006pj2,2016-09-14T18:25:01.040Z,"72km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.1,4,0.075,58,reviewed,us,us
2016-09-14T17:55:37.960Z,-37.5056,179.2719,8.11,5.2,mb,,224,0.769,0.59,us,us10006pix,2016-09-14T22:39:51.040Z,"169km NE of Gisborne, New Zealand",earthquake,3.3,4.9,0.1,33,reviewed,us,us
2016-09-14T16:50:36.070Z,0.5673,-79.9646,6.27,4.7,mb,,138,1.548,1.15,us,us10006pij,2016-09-27T00:42:30.035Z,"8km ESE of Muisne, Ecuador",earthquake,6.5,4.4,0.055,102,reviewed,us,us
2016-09-14T16:09:27.070Z,-37.3271,179.1604,10,4.7,mwr,,143,0.719,1.22,us,us10006phx,2016-09-27T00:13:30.040Z,"178km NE of Gisborne, New Zealand",earthquake,5.6,1.6,0.089,12,reviewed,us,us
2016-09-14T15:59:34.140Z,7.3934,-76.2278,10,4.8,mb,,83,3.162,1.49,us,us10006pht,2016-09-22T02:33:57.582Z,"28km NE of Mutata, Colombia",earthquake,6.9,1.9,0.059,88,reviewed,us,us
2016-09-14T12:02:51.680Z,7.3131,-76.1638,10,4.7,mb,,83,3.061,1.08,us,us10006pgh,2016-09-14T12:23:10.040Z,"30km ENE of Mutata, Colombia",earthquake,7.1,1.9,0.076,52,reviewed,us,us
2016-09-14T09:32:36.760Z,46.0981,93.7655,16,4.9,mb,,43,7.957,0.81,us,us10006pg4,2016-09-14T10:00:58.040Z,"25km SSW of Dzuyl, Mongolia",earthquake,8.2,4.4,0.043,173,reviewed,us,us
2016-09-14T09:18:25.320Z,-1.2382,-14.3036,10,4.9,mb,,63,6.65,0.82,us,us10006pg1,2016-09-14T09:45:54.040Z,"North of Ascension Island",earthquake,10.5,1.9,0.077,53,reviewed,us,us
2016-09-14T07:24:59.890Z,-9.3681,159.1458,10,6,mwb,,22,0.794,1.3,us,us10006pfn,2016-09-14T19:49:19.000Z,"88km W of Honiara, Solomon Islands",earthquake,6.8,1.9,0.061,26,reviewed,us,us
2016-09-14T06:46:59.230Z,7.3397,-76.163,10,4.9,mb,,83,3.081,1.24,us,us10006pfi,2016-09-14T21:21:30.620Z,"31km ENE of Mutata, Colombia",earthquake,5.4,1.8,0.04,198,reviewed,us,us
2016-09-14T06:21:19.100Z,47.4648,153.7115,56.64,4.7,mb,,172,6.199,1.14,us,us10006peg,2016-09-14T06:40:16.040Z,"Kuril Islands",earthquake,11,8.5,0.039,195,reviewed,us,us
2016-09-14T06:02:31.240Z,-29.2335,60.9558,10,4.7,mb,,96,9.311,0.61,us,us10006pef,2016-09-14T06:19:20.040Z,"Southwest Indian Ridge",earthquake,10.2,1.9,0.108,26,reviewed,us,us
2016-09-14T03:56:33.720Z,56.5133,112.365,10,4.9,mb,,96,9.252,0.77,us,us10006pe4,2016-09-14T04:16:25.584Z,"56km NE of Novyy Uoyan, Russia",earthquake,10.1,1.9,0.037,223,reviewed,us,us
2016-09-14T02:20:03.390Z,37.8903,20.1525,10,4.5,mb,,120,1.578,0.76,us,us10006pdv,2016-09-26T21:51:09.629Z,"42km SW of Lixourion, Greece",earthquake,2.7,1.9,0.181,9,reviewed,us,us
2016-09-14T01:58:31.410Z,7.3775,-76.1564,17,6,mww,,32,3.108,1.18,us,us10006pdp,2016-09-22T02:37:12.792Z,"34km ENE of Mutata, Colombia",earthquake,6.6,1.8,,,reviewed,us,us
2016-09-13T21:16:49.590Z,-4.906,153.4275,50.39,4.8,mb,,118,1.446,1.27,us,us10006pcc,2016-09-13T21:58:33.040Z,"65km SE of Taron, Papua New Guinea",earthquake,8.9,7.4,0.076,54,reviewed,us,us
2016-09-13T10:51:15.510Z,-28.7185,-111.663,10,4.9,mb,,186,2.509,0.84,us,us10006p8l,2016-09-13T11:16:31.040Z,"279km SW of Hanga Roa, Chile",earthquake,14.8,2,0.063,92,reviewed,us,us
2016-09-13T10:12:27.460Z,35.8886,139.7504,77.99,5.2,mb,,111,0.493,0.92,us,us10006p8f,2016-09-18T05:46:20.576Z,"3km W of Koshigaya, Japan",earthquake,5.4,6.2,0.029,403,reviewed,us,us
2016-09-13T06:39:49.960Z,-7.0795,129.845,101.08,4.9,mb,,87,1.697,1.09,us,us10006p7v,2016-09-13T08:52:27.040Z,"188km WNW of Saumlaki, Indonesia",earthquake,7.6,2.9,0.082,47,reviewed,us,us
2016-09-13T06:14:51.290Z,37.7354,21.0686,10,4.6,mb,,91,0.879,1.41,us,us10006p7s,2016-09-16T17:04:31.978Z,"13km SSW of Ayios Nikolaos, Greece",earthquake,5.1,1.7,0.114,27,reviewed,us,us
2016-09-12T23:30:40.260Z,35.6921,140.1982,60.2,4.6,mb,,124,0.537,0.68,us,us10006p66,2016-10-01T05:15:09.073Z,"4km SW of Sakura, Japan",earthquake,5.7,5.2,0.087,40,reviewed,us,us
2016-09-12T22:52:35.650Z,-29.2169,60.8008,10,4.6,mb,,62,9.227,0.68,us,us10006p5v,2016-09-26T02:15:26.040Z,"Southwest Indian Ridge",earthquake,11.4,1.9,0.1,30,reviewed,us,us
2016-09-12T22:15:51.470Z,-18.1433,168.3427,31.5,4.7,mb,,113,2.819,1.36,us,us10006p5h,2016-09-22T02:15:46.737Z,"45km S of Port-Vila, Vanuatu",earthquake,10.9,4,0.114,23,reviewed,us,us
2016-09-12T17:00:13.670Z,13.2144,50.3219,10,4.5,mb,,105,7.492,0.86,us,us10006p30,2016-09-12T21:32:46.040Z,"168km NNW of Bereeda, Somalia",earthquake,10.1,1.9,0.082,44,reviewed,us,us
2016-09-12T15:10:09.200Z,-4.9377,101.7522,9.54,5.3,mb,,31,1.329,1,us,us10006p2j,2016-09-12T22:04:41.040Z,"138km SSW of Bengkulu, Indonesia",earthquake,7.8,3.1,0.05,134,reviewed,us,us
2016-09-12T13:39:19.550Z,18.8477,146.2478,85.83,4.7,mb,,97,3.613,0.54,us,us10006p22,2016-09-12T16:53:18.040Z,"61km E of Agrihan, Northern Mariana Islands",earthquake,6.2,6.7,0.043,161,reviewed,us,us
2016-09-12T11:32:55.760Z,35.7805,129.215,13,5.4,mww,,29,0.537,0.85,us,us10006p1f,2016-09-29T08:48:54.788Z,"6km S of Kyonju, South Korea",earthquake,5,1.7,,,reviewed,us,us
2016-09-12T10:44:33.350Z,35.7574,129.0961,10,4.9,mb,,49,0.507,1.26,us,us10006p12,2016-09-15T08:03:35.801Z,"14km SW of Kyonju, South Korea",earthquake,4.3,1.9,0.09,39,reviewed,us,us
2016-09-12T10:38:19.940Z,-11.3046,113.8511,38.82,4.7,mb,,97,2.832,0.62,us,us10006p10,2016-09-12T11:42:52.040Z,"South of Java, Indonesia",earthquake,7.6,8.9,0.093,35,reviewed,us,us
2016-09-12T08:26:05.010Z,38.9221,27.7712,10,4.5,mb,,25,0.751,1.01,us,us10006nzz,2016-09-12T21:09:30.487Z,"5km W of Akhisar, Turkey",earthquake,5.6,1.9,0.096,32,reviewed,us,us
2016-09-12T06:51:55.290Z,-28.7688,-112.5644,10,5.4,mb,,107,3.198,0.93,us,us10006nyk,2016-09-13T16:22:15.000Z,"Easter Island region",earthquake,8.5,1.9,0.029,418,reviewed,us,us
2016-09-12T04:50:28.180Z,-47.621,-13.1707,10,4.6,mb,,208,24.609,0.66,us,us10006qw1,2016-09-21T01:08:50.040Z,"Southern Mid-Atlantic Ridge",earthquake,9.4,2,0.146,14,reviewed,us,us
2016-09-12T03:30:16.440Z,-29.2854,60.8365,10,4.6,mb,,89,9.302,1.02,us,us10006quv,2016-09-20T23:03:39.040Z,"Southwest Indian Ridge",earthquake,9.5,1.9,0.182,9,reviewed,us,us
2016-09-12T03:12:58.530Z,-19.1839,-177.578,539.3,4.8,mb,,37,4.386,0.93,us,us10006nxn,2016-09-20T22:50:26.040Z,"200km NE of Ndoi Island, Fiji",earthquake,6.8,5.5,0.03,338,reviewed,us,us
2016-09-12T01:33:38.820Z,-19.5302,-173.641,35,4.6,mb,,102,3.536,1.11,us,us10006qut,2016-09-20T02:07:07.040Z,"80km ENE of Pangai, Tonga",earthquake,12.8,2,0.12,21,reviewed,us,us
2016-09-12T00:32:09.950Z,1.6019,126.7986,42.28,4.8,mb,,86,1.001,1.18,us,us10006nww,2016-10-01T04:52:10.040Z,"110km NW of Kota Ternate, Indonesia",earthquake,5.1,6.7,0.062,81,reviewed,us,us
2016-09-11T21:27:34.710Z,-2.4764,99.976,39.83,4.7,mb,,173,2.98,0.53,us,us10006nwe,2016-09-12T00:44:59.040Z,"129km SE of Muara Siberut, Indonesia",earthquake,8.9,8,0.077,52,reviewed,us,us
2016-09-11T19:59:07.450Z,-2.6422,-77.664,105.43,4.5,mb,,64,0.971,1.25,us,us10006nvr,2016-09-11T21:47:47.725Z,"59km ESE of Sucua, Ecuador",earthquake,7.3,2.5,0.088,38,reviewed,us,us
2016-09-11T15:35:11.010Z,-6.4508,105.0388,55.71,4.7,mb,,134,2.934,1.28,us,us10006nv5,2016-09-11T15:49:48.040Z,"70km WNW of Babakantonggoh, Indonesia",earthquake,4.9,10.8,0.13,18,reviewed,us,us
2016-09-11T13:10:07.690Z,42.0124,21.4809,10,5.3,mb,,24,1.382,0.87,us,us10006nuj,2016-09-27T21:38:49.747Z,"4km ENE of Skopje, Macedonia",earthquake,4.5,1.8,0.078,55,reviewed,us,us
2016-09-11T11:02:49.590Z,12.0875,144.0939,10,4.6,mb,,104,1.672,0.92,us,us10006q5a,2016-09-26T12:22:22.040Z,"144km SSW of Merizo Village, Guam",earthquake,12.2,1.9,0.125,19,reviewed,us,us
2016-09-11T03:22:06.060Z,37.4944,141.6746,42.87,4.5,mb,,134,0.795,1.37,us,us10006nrq,2016-09-11T07:52:21.039Z,"59km E of Namie, Japan",earthquake,5.2,6.6,0.078,48,reviewed,us,us
2016-09-10T20:54:09.460Z,-6.4714,146.8147,76.46,5,mb,,36,2.934,1.13,us,us10006nq0,2016-09-11T08:56:52.551Z,"33km NW of Lae, Papua New Guinea",earthquake,7.9,6.4,0.065,76,reviewed,us,us
2016-09-10T16:29:09.540Z,5.6031,126.8083,83.74,5.3,mb,,62,1.901,1.03,us,us10006nlv,2016-09-10T16:46:12.040Z,"109km SE of Pondaguitan, Philippines",earthquake,8.3,8,0.087,45,reviewed,us,us
2016-09-10T16:08:18.220Z,-5.6809,149.7804,135.28,5.1,mb,,79,2.798,0.76,us,us10006nlt,2016-09-10T16:20:52.040Z,"42km WSW of Kimbe, Papua New Guinea",earthquake,8.5,9,0.085,45,reviewed,us,us
2016-09-10T15:06:58.600Z,-5.1898,150.8453,176.95,4.8,mb,,86,1.646,0.95,us,us10006nlm,2016-09-10T15:29:32.264Z,"87km ENE of Kimbe, Papua New Guinea",earthquake,8.7,7.8,0.08,48,reviewed,us,us
2016-09-10T13:22:35.150Z,-9.7963,111.7042,35.47,4.7,mb,,158,2.205,1.11,us,us10006nld,2016-09-10T13:37:13.770Z,"168km S of Ngulung Wetan, Indonesia",earthquake,7.3,7.4,0.13,18,reviewed,us,us
2016-09-10T12:49:07.640Z,-37.5468,179.351,10,4.7,mb,,125,0.83,0.89,us,us10006nl4,2016-09-26T11:29:19.040Z,"170km NE of Gisborne, New Zealand",earthquake,8.2,1.9,0.102,29,reviewed,us,us
2016-09-10T12:27:33.410Z,-1.035,31.618,40,5.9,mww,,21,5.634,0.88,us,us10006nkx,2016-09-26T07:00:43.712Z,"27km ENE of Nsunga, Tanzania",earthquake,8.9,1.9,,,reviewed,us,us
2016-09-10T11:21:16.680Z,-9.7543,111.7817,29.81,4.6,mb,,64,2.212,0.58,us,us10006nkt,2016-09-24T07:27:10.040Z,"164km SSE of Ngulung Wetan, Indonesia",earthquake,7.3,6.2,0.09,37,reviewed,us,us
2016-09-10T10:08:19.610Z,-5.5828,-76.9648,114.44,6,mb,,99,2.857,0.94,us,us10006nkg,2016-09-14T02:17:06.935Z,"51km N of Moyobamba, Peru",earthquake,5.8,6,0.022,764,reviewed,us,us
2016-09-10T07:00:36.460Z,-27.0253,-114.0223,10,4.7,mb,,117,4.091,0.5,us,us10006nk1,2016-09-10T07:20:54.686Z,"Easter Island region",earthquake,13.1,2,0.064,75,reviewed,us,us
2016-09-10T06:30:51.580Z,-26.8481,-113.8088,10,4.7,mb,,116,3.914,0.71,us,us10006njv,2016-09-10T06:54:05.040Z,"Easter Island region",earthquake,12.5,1.9,0.059,86,reviewed,us,us
2016-09-10T02:49:56.580Z,-9.8527,111.661,29.72,5.2,mb,,65,2.231,1.09,us,us10006nii,2016-09-10T03:08:17.040Z,"173km S of Ngulung Wetan, Indonesia",earthquake,7,5.2,0.063,88,reviewed,us,us
2016-09-10T00:55:33.250Z,-19.5127,-69.0805,124.19,5,mb,,74,0.188,0.96,us,us10006ni0,2016-09-27T00:36:46.040Z,"136km NE of Iquique, Chile",earthquake,5.9,7.3,0.137,17,reviewed,us,us
2016-09-10T00:46:18.380Z,30.2163,82.6753,35,4.9,mb,,92,3.402,0.89,us,us10006nhy,2016-10-01T04:43:19.040Z,"114km NNE of Jumla, Nepal",earthquake,7.2,1.9,0.048,138,reviewed,us,us
2016-09-10T00:25:17.270Z,11.7012,-86.8281,45.63,5,mwr,,51,0.731,0.88,us,us10006nhr,2016-09-27T00:22:52.768Z,"35km WSW of Masachapa, Nicaragua",earthquake,5.6,4.3,0.044,50,reviewed,us,us
2016-09-09T23:49:52.850Z,-24.4425,-179.7767,516.37,4.5,mb,,100,6.965,0.69,us,us10006nnj,2016-09-30T05:04:21.040Z,"South of the Fiji Islands",earthquake,15.9,10.5,0.09,36,reviewed,us,us
2016-09-09T23:02:25.380Z,34.4646,141.6378,10,4.6,mb,,120,2.029,0.74,us,us10006nhd,2016-10-01T04:14:17.040Z,"143km ESE of Katsuura, Japan",earthquake,6.4,1.9,0.082,44,reviewed,us,us
2016-09-09T22:02:47.770Z,-40.4577,173.9458,98.24,4.7,mwr,,40,0.871,1.35,us,us10006ngh,2016-09-27T00:04:57.932Z,"90km SSW of Patea, New Zealand",earthquake,4.5,5.2,0.061,26,reviewed,us,us
2016-09-09T17:24:21.200Z,36.896,25.5963,175.07,4.6,mb,,56,0.535,0.99,us,us10006ndm,2016-09-12T08:46:39.916Z,"19km SSE of Filotion, Greece",earthquake,5.2,7.1,0.062,79,reviewed,us,us
2016-09-09T17:17:54.590Z,22.1102,-45.8565,10,5.5,mb,,65,15.475,0.95,us,us10006ndk,2016-09-09T20:57:31.000Z,"Northern Mid-Atlantic Ridge",earthquake,9.8,1.8,0.022,690,reviewed,us,us
2016-09-09T15:27:29.750Z,-0.0648,123.8084,97.83,4.6,mb,,46,1.42,1,us,us10006nbx,2016-09-09T15:50:42.040Z,"53km SSW of Molibagu, Indonesia",earthquake,6.2,7.4,0.088,39,reviewed,us,us
2016-09-09T14:36:13.490Z,-6.3232,130.1914,135.2,4.5,mb,,90,1.981,0.91,us,us10006nbl,2016-09-24T07:08:44.040Z,"218km NW of Saumlaki, Indonesia",earthquake,8,7.5,0.091,37,reviewed,us,us
2016-09-09T14:18:02.950Z,36.7014,140.5984,93.46,4.6,mb,,133,0.573,1.2,us,us10006nbg,2016-09-24T06:47:24.618Z,"10km W of Takahagi, Japan",earthquake,6.6,6.4,0.076,52,reviewed,us,us
2016-09-09T11:53:16.090Z,36.3855,141.0932,31.25,5.2,mb,,36,0.745,1.3,us,us10006nax,2016-09-12T23:50:17.015Z,"44km E of Oarai, Japan",earthquake,6.1,3.9,0.03,361,reviewed,us,us
2016-09-09T01:16:38.950Z,13.4723,-91.6281,36.23,4.5,mb,,135,1.048,1.14,us,us10006n8k,2016-09-09T22:57:22.040Z,"87km SSW of Nueva Concepcion, Guatemala",earthquake,7.5,8.2,0.04,189,reviewed,us,us
2016-09-09T00:30:01.890Z,41.2977,129.0147,0,5.3,mb,,15,3.081,0.58,us,us10006n8a,2016-09-13T17:05:12.324Z,"19km ENE of Sungjibaegam, North Korea",explosion,2.1,1.7,0.024,571,reviewed,us,us
2016-09-09T00:03:45.090Z,-31.3743,-65.8031,156.8,5.6,mww,,12,2.468,0.91,us,us10006n81,2016-09-27T05:43:36.402Z,"68km W of Salsacate, Argentina",earthquake,6.7,4.1,,,reviewed,us,us
2016-09-08T23:35:06.290Z,8.6016,93.8842,80.77,4.5,mb,,102,3.235,0.67,us,us10006n7k,2016-09-20T02:45:24.040Z,"94km NE of Mohean, India",earthquake,7.1,8,0.088,38,reviewed,us,us
2016-09-08T23:27:54.540Z,-17.9333,-178.473,568.67,4.5,mb,,73,3.314,0.97,us,us10006n7i,2016-09-20T02:36:18.040Z,"283km SE of Lambasa, Fiji",earthquake,10.7,6.2,0.034,260,reviewed,us,us
2016-09-08T22:58:05.010Z,-29.2547,60.8628,10,4.5,mb,,167,9.287,0.8,us,us10006pr7,2016-09-25T00:12:59.040Z,"Southwest Indian Ridge",earthquake,13.6,1.9,0.22,6,reviewed,us,us
2016-09-08T22:41:45.010Z,-56.4827,-25.5104,89.06,4.7,mb,,109,6.632,1.03,us,us10006pr3,2016-09-25T02:17:01.040Z,"106km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.2,10.2,0.104,28,reviewed,us,us
2016-09-08T22:12:26.180Z,-29.1488,61.1552,10,4.6,mb,,105,9.333,0.52,us,us10006pr2,2016-09-25T02:44:19.040Z,"Southwest Indian Ridge",earthquake,9,1.9,0.183,9,reviewed,us,us
2016-09-08T21:46:20.100Z,-54.6155,158.7141,10,6.1,mww,,45,0.183,0.81,us,us10006n6r,2016-09-20T03:41:17.350Z,"21km SW of Macquarie Island, Australia",earthquake,8.8,1.7,,,reviewed,us,us
2016-09-08T19:36:04.410Z,-4.818,101.9804,30.58,4.6,mb,,163,1.073,0.96,us,us10006n4p,2016-09-08T20:27:46.040Z,"116km SSW of Bengkulu, Indonesia",earthquake,8.6,6.2,0.078,49,reviewed,us,us
2016-09-08T13:35:14.490Z,11.1632,-85.7586,84.77,4.5,mb,,146,0.474,0.9,us,us10006n0u,2016-09-22T18:24:34.682Z,"15km SE of San Juan del Sur, Nicaragua",earthquake,4.7,8.5,0.089,37,reviewed,us,us
2016-09-08T12:13:52.710Z,44.469,149.1559,32.37,5.2,mb,,95,4.724,0.8,us,us10006n0k,2016-09-08T12:31:40.040Z,"131km SE of Kuril'sk, Russia",earthquake,8.9,5,0.024,573,reviewed,us,us
2016-09-08T11:00:27.630Z,27.8135,129.8697,25.05,4.9,mb,,129,1.722,1.21,us,us10006n09,2016-09-08T11:28:06.040Z,"72km SSE of Naze, Japan",earthquake,8.2,5,0.064,96,reviewed,us,us
2016-09-08T10:15:18.680Z,0.9652,-90.6861,10,4.5,mb,,163,1.676,1.5,us,us10006n06,2016-09-08T12:16:01.040Z,"192km N of Puerto Ayora, Ecuador",earthquake,8.1,1.9,0.047,131,reviewed,us,us
2016-09-08T09:38:45.450Z,-15.6336,-70.4854,192.75,4.5,mb,,119,2.725,0.92,us,us10006mzm,2016-09-08T09:53:53.040Z,"14km ENE of Santa Lucia, Peru",earthquake,3.8,10.6,0.05,117,reviewed,us,us
2016-09-08T08:14:49.890Z,39.681,-29.6361,10,4.6,mb,,106,1.443,0.39,us,us10006mz8,2016-09-08T08:33:24.040Z,"129km ENE of Santa Cruz das Flores, Portugal",earthquake,11,1.9,0.069,64,reviewed,us,us
2016-09-08T05:10:45.360Z,31.2363,138.4364,355.07,4.7,mb,,47,2.207,0.64,us,us10006my0,2016-09-08T05:32:53.040Z,"241km SSW of Hachijo-jima, Japan",earthquake,6.8,3.5,0.028,382,reviewed,us,us
2016-09-08T02:34:01.920Z,-21.8435,-68.5971,128.99,5,mb,,31,0.6,1.16,us,us10006mxc,2016-09-09T16:25:50.000Z,"77km NNE of Calama, Chile",earthquake,6.9,7.9,0.399,2,reviewed,us,us
2016-09-07T22:54:32.510Z,-32.3468,-71.704,33.87,4.9,mb,,72,0.404,0.97,us,us10006mwe,2016-09-08T02:24:58.382Z,"46km WNW of La Ligua, Chile",earthquake,4.5,4.4,0.05,126,reviewed,us,us
2016-09-07T22:20:46.710Z,54.5285,168.6629,10,4.6,mb,,95,3.705,0.81,us,us10006mw6,2016-09-07T22:47:51.558Z,"186km ESE of Nikol'skoye, Russia",earthquake,9.2,0.8,0.045,147,reviewed,us,us
2016-09-07T20:47:07.550Z,54.4516,168.7357,10,5.2,mb,,78,3.633,1.36,us,us10006muw,2016-09-07T20:59:41.040Z,"194km ESE of Nikol'skoye, Russia",earthquake,8.3,1.9,0.035,272,reviewed,us,us
2016-09-07T20:37:13.100Z,54.4762,168.7604,10,4.8,mb,,96,3.631,0.84,us,us10006mus,2016-09-07T20:51:49.040Z,"194km ESE of Nikol'skoye, Russia",earthquake,9.1,1.9,0.042,176,reviewed,us,us
2016-09-07T20:07:36.500Z,54.577,168.6349,10,5.5,mb,,54,3.742,0.96,us,us10006mu8,2016-09-13T17:02:03.000Z,"182km ESE of Nikol'skoye, Russia",earthquake,7.8,1.8,0.023,639,reviewed,us,us
2016-09-07T20:03:24.080Z,-20.0918,-69.1346,100.08,5.4,mb,,59,0.424,1.4,us,us10006mu3,2016-09-08T03:27:40.040Z,"106km E of Iquique, Chile",earthquake,5.8,3.9,0.038,237,reviewed,us,us
2016-09-07T16:31:34.470Z,-10.8391,164.1989,10,4.5,mb,,148,4.411,0.42,us,us10006pew,2016-09-16T00:16:31.040Z,"179km W of Lata, Solomon Islands",earthquake,7.4,1.9,0.171,10,reviewed,us,us
2016-09-07T15:44:51.460Z,6.8273,120.8817,51.75,4.5,mb,,77,2.882,0.72,us,us10006mpr,2016-09-15T23:20:14.881Z,"66km NNE of Simbahan, Philippines",earthquake,10,7.2,0.091,35,reviewed,us,us
2016-09-07T14:32:40.410Z,-0.926,120.4,20.58,5.1,mb,,48,2.059,1.07,us,us10006mp9,2016-09-07T14:49:34.040Z,"59km E of Palu, Indonesia",earthquake,6.2,5.3,0.081,50,reviewed,us,us
2016-09-07T11:29:45.430Z,-38.9483,175.7901,109.6,4.5,mb,,57,0.588,1.24,us,us10006mnj,2016-09-07T11:50:31.040Z,"13km WNW of Turangi, New Zealand",earthquake,4.3,8,0.111,24,reviewed,us,us
2016-09-07T09:42:02.400Z,42.3427,142.8217,102.91,4.9,mb,,124,1.132,1.2,us,us10006mmx,2016-09-07T10:23:22.040Z,"37km E of Shizunai, Japan",earthquake,7.9,5.8,0.03,460,reviewed,us,us
2016-09-07T09:03:03.430Z,-24.01,-66.7734,193.44,4.5,mb,,39,1.665,1.15,us,us10006mmp,2016-09-07T09:18:43.040Z,"51km WNW of San Antonio de los Cobres, Argentina",earthquake,7.5,7.8,0.044,152,reviewed,us,us
2016-09-07T05:56:07.820Z,6.7171,144.7099,10,4.7,mb,,74,6.83,1.51,us,us10006mm1,2016-09-07T06:16:13.040Z,"65km SSE of Ifalik, Micronesia",earthquake,11,1.9,0.085,42,reviewed,us,us
2016-09-07T04:54:22.890Z,8.3609,126.0149,10,5,mb,,78,1.353,0.74,us,us10006mlv,2016-09-07T05:08:26.040Z,"3km SSE of Rosario, Philippines",earthquake,8.7,1.9,0.097,34,reviewed,us,us
