time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-23T23:11:20.130Z,45.7231,26.6271,88.25,5.6,mww,,14,0.532,1.31,us,us10006s5c,2016-09-30T22:49:16.034Z,"7km W of Nereju, Romania",earthquake,5.4,5.6,,,reviewed,us,us
2016-09-23T22:53:10.270Z,6.5792,126.4845,65,6.3,mww,,13,1.022,0.89,us,us10006s4v,2016-09-25T06:37:16.186Z,"35km SE of Tamisan, Philippines",earthquake,7.5,1.9,,,reviewed,us,us
2016-09-23T22:27:25.080Z,8.4548,94.4297,44.36,4.9,mb,,57,3.587,1.09,us,us10006s4n,2016-09-23T22:46:34.040Z,"133km ENE of Mohean, India",earthquake,7.3,3,0.058,94,reviewed,us,us
2016-09-23T20:26:24.500Z,34.5634,141.7675,19.78,4.6,mb,,141,2.104,1.13,us,us10006s3q,2016-09-27T15:46:33.040Z,"147km ESE of Ohara, Japan",earthquake,7.7,5.6,0.116,24,reviewed,us,us
2016-09-23T16:11:56.860Z,-2.6107,29.1069,10,4.8,mb,,92,2.576,1.25,us,us10006s1p,2016-09-24T22:20:35.579Z,"26km ESE of Cyangugu, Rwanda",earthquake,9.9,1.9,0.096,34,reviewed,us,us
2016-09-23T15:37:26.870Z,-10.1318,123.5975,54.58,4.9,mb,,64,2.002,1.42,us,us10006s1a,2016-09-23T15:56:42.040Z,"4km NNE of Kupang, Indonesia",earthquake,7.4,7.5,0.106,28,reviewed,us,us
2016-09-23T15:05:15.650Z,30.4553,142.0418,35,5.2,mb,,147,3.26,1.16,us,us10006s08,2016-09-23T15:34:51.000Z,"Izu Islands, Japan region",earthquake,8.7,2,0.091,40,reviewed,us,us
2016-09-23T13:58:08.850Z,34.4644,141.8446,34.99,4.5,mb,,170,2.161,1.4,us,us10006s02,2016-09-23T14:56:11.079Z,"159km ESE of Katsuura, Japan",earthquake,5.3,7.2,0.128,18,reviewed,us,us
2016-09-23T13:49:07.730Z,-19.77,-173.504,53.75,4.8,mb,,107,3.445,0.92,us,us10006rzv,2016-09-23T14:08:08.040Z,"88km E of Pangai, Tonga",earthquake,11.6,13.1,0.111,25,reviewed,us,us
2016-09-23T12:04:54.920Z,34.5355,141.7379,35,4.9,mb,,136,2.111,1.47,us,us10006rzc,2016-09-23T12:23:14.040Z,"147km ESE of Katsuura, Japan",earthquake,2.3,2,0.089,40,reviewed,us,us
2016-09-23T11:04:56.960Z,34.4461,141.4262,35,4.6,mb,,122,1.888,0.76,us,us10006rxy,2016-09-23T12:00:28.040Z,"128km SE of Katsuura, Japan",earthquake,6.8,1.9,0.066,67,reviewed,us,us
2016-09-23T10:50:53.880Z,30.5641,50.3809,33.08,4.6,mb,,77,7.61,1.48,us,us10006rxq,2016-09-23T11:39:29.040Z,"13km ESE of Behbahan, Iran",earthquake,8.2,4.5,0.086,40,reviewed,us,us
2016-09-23T10:28:24.960Z,34.6571,141.2634,35,5.2,mb,,70,1.798,1.25,us,us10006rxn,2016-09-23T14:23:06.000Z,"102km ESE of Katsuura, Japan",earthquake,7.1,1.9,0.037,235,reviewed,us,us
2016-09-23T10:27:02.470Z,34.6262,141.7766,12.14,4.6,mb,,125,2.059,0.83,us,us10006rxi,2016-09-23T10:51:57.040Z,"144km ESE of Ohara, Japan",earthquake,6.1,5.1,0.117,22,reviewed,us,us
2016-09-23T08:59:19.160Z,53.6174,-163.6561,21.38,4.7,mb,,161,1.355,0.74,us,us10006rxc,2016-09-28T20:47:38.803Z,"138km S of False Pass, Alaska",earthquake,9,6.5,0.061,82,reviewed,us,us
2016-09-23T07:54:54.530Z,16.9196,-99.2683,40.86,4.9,mb,,147,0.926,0.64,us,us10006rx0,2016-09-23T17:12:52.680Z,"5km WNW of Ayutla de los Libres, Mexico",earthquake,6.3,9.3,0.057,96,reviewed,us,us
2016-09-23T07:36:42.140Z,-56.3669,147.528,10,4.6,mb,,93,6.768,0.55,us,us10006rwv,2016-09-23T08:01:48.040Z,"West of Macquarie Island",earthquake,10.9,1.9,0.096,32,reviewed,us,us
2016-09-23T06:46:03.780Z,34.5529,141.6982,26.36,4.7,mb,,136,2.078,0.88,us,us10006rwn,2016-09-23T08:18:27.040Z,"142km ESE of Ohara, Japan",earthquake,6.3,6.1,0.089,38,reviewed,us,us
2016-09-23T06:31:06.290Z,2.9116,92.3612,10,4.6,mb,,167,5.12,0.6,us,us10006rwj,2016-09-23T07:46:38.040Z,"Off the west coast of northern Sumatra",earthquake,5.7,1.9,0.111,24,reviewed,us,us
2016-09-23T06:30:15.280Z,-9.5697,124.9815,35.2,4.8,mb,,57,0.728,1,us,us10006rwi,2016-09-23T06:49:40.040Z,"39km E of Leof, Indonesia",earthquake,4.5,7.8,0.107,27,reviewed,us,us
2016-09-23T06:13:24.150Z,35.0228,141.3978,37.98,5.1,mb,,99,1.555,0.88,us,us10006rwa,2016-09-23T14:38:24.000Z,"94km SSE of Hasaki, Japan",earthquake,8.9,6.3,0.06,90,reviewed,us,us
2016-09-23T05:56:29.010Z,-37.666,178.6588,10,5,mb,,100,0.298,0.84,us,us10006rvv,2016-09-23T06:14:45.040Z,"123km NNE of Gisborne, New Zealand",earthquake,9.3,1.9,0.098,33,reviewed,us,us
2016-09-23T05:34:30.400Z,34.4804,141.9648,10,5.2,mb,,126,2.249,1.09,us,us10006rvp,2016-09-23T14:28:03.000Z,"167km ESE of Ohara, Japan",earthquake,6.7,1.9,0.081,50,reviewed,us,us
2016-09-23T05:09:27.810Z,-6.4731,130.4305,130.66,5.1,mb,,33,1.729,0.78,us,us10006rvh,2016-09-23T05:34:01.282Z,"190km NNW of Saumlaki, Indonesia",earthquake,2.7,7.3,0.058,95,reviewed,us,us
2016-09-23T03:37:03.410Z,34.5055,141.9733,13.55,4.6,mb,,130,2.255,0.8,us,us10006ruu,2016-09-23T23:41:18.040Z,"167km ESE of Ohara, Japan",earthquake,7.1,5.4,0.105,27,reviewed,us,us
2016-09-23T03:35:14.090Z,-55.0213,-31.3344,10,4.9,mb,,77,3.084,0.52,us,us10006rus,2016-09-23T04:32:21.040Z,"South Georgia Island region",earthquake,11.3,1.9,0.093,37,reviewed,us,us
2016-09-23T02:56:41.500Z,-7.3668,156.3659,10,5.2,mb,,31,4.098,1.1,us,us10006rub,2016-09-23T03:15:13.040Z,"82km SSW of Chirovanga, Solomon Islands",earthquake,6.6,1.8,0.054,114,reviewed,us,us
2016-09-23T02:26:02.170Z,36.3052,141.8226,10,4.5,mb,,157,1.32,0.94,us,us10006ru4,2016-09-23T02:58:32.040Z,"109km NE of Hasaki, Japan",earthquake,8.3,1.9,0.131,17,reviewed,us,us
2016-09-23T00:42:33.860Z,34.5011,141.9634,10,4.9,mb,,128,2.253,0.96,us,us10006rtm,2016-09-23T01:21:50.314Z,"166km ESE of Ohara, Japan",earthquake,7.4,1.9,0.084,45,reviewed,us,us
2016-09-23T00:30:25.960Z,34.8537,141.599,10,4.5,mb,,168,1.79,0.77,us,us10006rtk,2016-09-23T01:26:50.465Z,"119km SE of Hasaki, Japan",earthquake,8.2,1.9,0.163,11,reviewed,us,us
2016-09-23T00:14:34.860Z,34.4876,141.659,10,6.2,mww,,17,2.057,0.92,us,us10006rte,2016-09-26T02:45:27.162Z,"143km ESE of Katsuura, Japan",earthquake,6.2,1.7,,,reviewed,us,us
2016-09-22T20:32:39.640Z,-59.2337,160.0896,10,4.6,mb,,143,4.788,1.66,us,us10006rs0,2016-09-22T22:33:08.040Z,"Macquarie Island region",earthquake,15.4,2,0.112,24,reviewed,us,us
2016-09-22T20:06:11.970Z,-21.512,33.3301,10,5.6,mww,,45,5.993,1.38,us,us10006rrf,2016-09-23T13:57:19.000Z,"163km SSE of Chipinge, Zimbabwe",earthquake,8.7,1.7,,,reviewed,us,us
2016-09-22T18:08:58.610Z,18.0204,-98.3951,50.92,4.6,mb,,100,0.483,1.01,us,us10006rqb,2016-09-29T19:59:18.083Z,"5km SE of Tulcingo del Valle, Mexico",earthquake,7.6,7.1,0.032,287,reviewed,us,us
2016-09-22T17:23:15.910Z,30.1738,99.6523,20.69,5.3,mb,,18,7.413,0.89,us,us10006rpv,2016-09-22T23:01:05.040Z,"105km SW of Rulong, China",earthquake,7.3,4,0.039,226,reviewed,us,us
2016-09-22T16:47:16.250Z,30.19,99.7009,22.4,5.2,mb,,19,7.455,0.67,us,us10006rpi,2016-09-23T17:50:45.040Z,"101km SW of Rulong, China",earthquake,7.6,4.2,0.046,154,reviewed,us,us
2016-09-22T16:30:00.440Z,19.082,119.822,24.7,4.8,mb,,55,3.898,1.25,us,us10006rpf,2016-09-23T17:35:46.040Z,"104km NW of Davila, Philippines",earthquake,7.7,1.8,0.057,96,reviewed,us,us
2016-09-22T16:20:35.450Z,34.4336,141.7417,25.87,4.7,mb,,128,2.075,0.91,us,us10006rpd,2016-09-23T17:29:28.040Z,"153km ESE of Katsuura, Japan",earthquake,5.8,5.9,0.097,32,reviewed,us,us
2016-09-22T16:07:27.110Z,-59.4526,-27.3555,8,5.5,mwb,,42,7.199,0.97,us,us10006rp9,2016-09-23T16:26:00.040Z,"66km SW of Bristol Island, South Sandwich Islands",earthquake,9.8,1.7,0.069,20,reviewed,us,us
2016-09-22T15:57:09.420Z,34.3687,141.7706,38.82,5.3,mb,,125,2.054,1.39,us,us10006rp5,2016-09-23T16:03:12.000Z,"159km ESE of Katsuura, Japan",earthquake,7,6.6,0.073,63,reviewed,us,us
2016-09-22T15:56:05.800Z,34.4733,141.7975,10,5.1,mb,,75,2.136,1.11,us,us10006rp0,2016-09-23T23:34:39.000Z,"155km ESE of Katsuura, Japan",earthquake,6,1.8,0.041,194,reviewed,us,us
2016-09-22T13:41:44.670Z,-5.5115,103.5345,61.59,4.8,mb,,155,1.28,1.22,us,us10006rn8,2016-09-22T14:02:04.040Z,"57km SW of Krui, Indonesia",earthquake,7.8,7.4,0.09,38,reviewed,us,us
2016-09-22T13:23:43.730Z,25.2718,95.5762,139.53,4.6,mb,,56,1.556,0.8,us,us10006rn5,2016-09-22T13:39:13.040Z,"116km ESE of Phek, India",earthquake,6.2,8.4,0.102,29,reviewed,us,us
2016-09-22T11:15:40.000Z,46.6649,153.2172,40.03,4.6,mb,,136,7.068,1.2,us,us10006rlb,2016-09-22T11:30:47.040Z,"Kuril Islands",earthquake,10,7.9,0.063,75,reviewed,us,us
2016-09-22T11:05:58.250Z,-16.2295,168.074,168.29,5.1,mb,,61,4.591,0.87,us,us10006rl6,2016-09-22T11:22:01.040Z,"71km E of Lakatoro, Vanuatu",earthquake,10.7,7.2,0.084,46,reviewed,us,us
2016-09-22T10:42:18.020Z,6.8864,-73.0258,148.65,4.8,mb,,65,2.402,1.46,us,us10006rl0,2016-09-22T22:57:18.105Z,"11km SSE of Piedecuesta, Colombia",earthquake,8.4,8.3,0.03,343,reviewed,us,us
2016-09-22T10:21:57.670Z,34.4617,141.8385,10,4.7,mb,,124,2.155,0.65,us,us10006rky,2016-09-22T10:43:25.040Z,"159km ESE of Katsuura, Japan",earthquake,4.4,1.8,0.13,18,reviewed,us,us
2016-09-22T08:48:10.460Z,-28.0821,-111.6002,10,5,mb,,123,2.129,0.91,us,us10006rki,2016-09-22T09:06:10.040Z,"237km WSW of Hanga Roa, Chile",earthquake,4.3,1.9,0.063,81,reviewed,us,us
2016-09-22T07:35:39.340Z,-29.0791,-177.4341,74.74,4.6,mb,,88,0.463,1.36,us,us10006rjz,2016-09-22T07:55:04.040Z,"49km ENE of Raoul Island, New Zealand",earthquake,10.5,6.2,0.097,32,reviewed,us,us
2016-09-21T22:04:50.440Z,-31.7723,-70.6537,10,4.7,mb,,108,0.639,1.25,us,us10006rgh,2016-09-21T22:37:07.040Z,"30km E of Salamanca, Chile",earthquake,3.3,1.7,0.12,22,reviewed,us,us
2016-09-21T18:07:11.930Z,-8.995,111.4376,59,4.6,mb,,102,1.405,0.67,us,us10006rey,2016-09-21T19:46:49.040Z,"77km S of Ngulung Wetan, Indonesia",earthquake,10.3,5.9,0.08,46,reviewed,us,us
2016-09-21T16:19:48.510Z,-4.3056,152.9092,31.57,5.2,mb,,74,0.752,0.75,us,us10006ref,2016-09-21T16:38:50.040Z,"22km NW of Taron, Papua New Guinea",earthquake,6.5,2.6,0.055,109,reviewed,us,us
2016-09-21T14:46:08.380Z,-55.7937,-27.5378,37.79,5,mb,,114,5.365,0.53,us,us10006rcl,2016-09-21T15:05:42.040Z,"103km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.4,8.5,0.084,46,reviewed,us,us
2016-09-21T09:42:28.580Z,-21.9678,-179.4614,582.9,4.5,mb,,86,9.385,0.66,us,us10006rbi,2016-09-21T10:02:23.040Z,"165km SSW of Ndoi Island, Fiji",earthquake,10.2,7.3,0.07,60,reviewed,us,us
2016-09-21T07:19:48.120Z,-54.84,-30.503,17.94,5.1,mb,,65,3.528,0.66,us,us10006rat,2016-09-21T07:35:08.040Z,"292km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,4.6,0.081,50,reviewed,us,us
2016-09-21T05:44:06.040Z,-18.0521,-175.3394,250.52,5.2,mb,,34,5.233,1.26,us,us10006rae,2016-09-21T06:01:59.040Z,"157km WNW of Neiafu, Tonga",earthquake,8.5,6.9,0.026,502,reviewed,us,us
2016-09-21T02:20:09.410Z,5.5183,127.0359,72.24,4.9,mb,,103,2.114,0.66,us,us10006r9l,2016-09-21T03:18:51.040Z,"133km SE of Pondaguitan, Philippines",earthquake,5.3,7.1,0.062,82,reviewed,us,us
2016-09-21T01:08:44.210Z,-12.4971,43.2695,10,5.1,mb,,47,10.027,1.32,us,us10006r9h,2016-09-24T14:33:07.110Z,"50km WSW of Nioumachoua, Comoros",earthquake,9.4,1.9,0.07,67,reviewed,us,us
2016-09-21T00:38:44.860Z,-54.9555,-32.0497,10,4.9,mb,,64,2.667,1.08,us,us10006r97,2016-09-21T01:04:00.040Z,"297km ESE of Grytviken, South Georgia and the South Sandwich Islands",earthquake,9.9,1.8,0.085,44,reviewed,us,us
2016-09-21T00:05:54.330Z,-54.792,-30.5758,10,5.2,mb,,53,3.481,0.6,us,us10006r8s,2016-09-21T00:27:22.040Z,"300km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.7,1.8,0.067,73,reviewed,us,us
2016-09-20T21:31:32.030Z,-22.8437,172.6324,10,4.7,mb,,113,4.476,0.88,us,us10006r83,2016-09-20T21:49:57.040Z,"77km SE of Ile Hunter, New Caledonia",earthquake,10.8,1.9,0.113,24,reviewed,us,us
2016-09-20T20:06:32.100Z,30.5894,142.6808,27.07,4.7,mb,,140,3.506,0.52,us,us10006r70,2016-09-20T21:59:09.040Z,"Izu Islands, Japan region",earthquake,9.1,5.8,0.095,34,reviewed,us,us
2016-09-20T19:46:33.230Z,-20.2705,-179.0037,657.09,4.7,mb,,52,3.75,0.8,us,us10006r6t,2016-09-20T20:00:07.040Z,"52km NW of Ndoi Island, Fiji",earthquake,13,9.7,0.066,70,reviewed,us,us
2016-09-20T16:21:16.920Z,30.5374,142.0791,10,6.1,mww,,19,3.212,0.48,us,us10006r42,2016-09-21T00:47:04.004Z,"Izu Islands, Japan region",earthquake,7.1,1.7,,,reviewed,us,us
2016-09-20T13:24:42.870Z,-23.5705,-68.1886,127.27,5,mwr,,45,0.615,0.82,us,us10006r20,2016-09-20T14:53:20.040Z,"72km S of San Pedro de Atacama, Chile",earthquake,7.4,5.4,,,reviewed,us,guc
2016-09-20T13:10:47.700Z,-1.9884,138.764,10,5.4,mwb,,16,6.574,0.67,us,us10006r1z,2016-09-20T14:19:20.040Z,"214km WNW of Abepura, Indonesia",earthquake,7.2,1.8,0.054,33,reviewed,us,us
2016-09-20T12:11:19.250Z,44.758,149.79,44.21,4.6,mb,,135,5.193,0.69,us,us10006r1m,2016-09-20T13:15:26.040Z,"159km ESE of Kuril'sk, Russia",earthquake,9,7.5,0.041,175,reviewed,us,us
2016-09-20T11:36:25.240Z,-29.3127,60.9812,10,4.8,mb,,62,9.39,0.86,us,us10006r1h,2016-09-20T11:56:28.040Z,"Southwest Indian Ridge",earthquake,7.1,1.8,0.087,41,reviewed,us,us
2016-09-20T11:34:01.500Z,35.8998,142.7014,31.32,4.6,mb,,142,2.06,1.07,us,us10006r1d,2016-09-20T12:26:05.040Z,"169km E of Hasaki, Japan",earthquake,8.6,6.1,0.095,33,reviewed,us,us
2016-09-20T09:42:33.390Z,37.6567,71.8038,126.01,4.5,mb,,76,0.17,0.98,us,us10006r0u,2016-09-20T10:10:55.040Z,"26km NE of Shughnon, Tajikistan",earthquake,8,8,0.072,56,reviewed,us,us
2016-09-20T07:18:13.810Z,49.9569,88.1648,13.83,4.9,mb,,62,4.5,1.3,us,us10006r07,2016-09-20T07:34:52.040Z,"20km SW of Chaganuzun, Russia",earthquake,8.2,4.4,0.088,40,reviewed,us,us
2016-09-20T01:31:40.050Z,-30.9361,59.0029,14.66,5.4,mb,,35,10.156,0.77,us,us10006qye,2016-09-20T01:48:38.040Z,"Southwest Indian Ridge",earthquake,9.4,3.8,0.057,105,reviewed,us,us
2016-09-20T00:11:47.510Z,-7.546,128.5603,159.52,4.7,mb,,48,2.748,0.95,us,us10006qy7,2016-09-20T00:35:56.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,6.7,8.5,0.083,44,reviewed,us,us
2016-09-20T00:05:10.350Z,-10.9632,162.4938,73.29,4.9,mb,,63,2.928,0.74,us,us10006qy5,2016-09-20T00:29:55.040Z,"84km SE of Kirakira, Solomon Islands",earthquake,8.6,7.4,0.061,83,reviewed,us,us
2016-09-19T22:15:06.610Z,-1.9812,138.7049,37.98,4.9,mb,,62,6.517,0.66,us,us10006qxm,2016-09-19T22:36:35.040Z,"221km WNW of Abepura, Indonesia",earthquake,9.2,6.7,0.081,48,reviewed,us,us
2016-09-19T14:33:30.990Z,14.9319,-61.4814,174.57,4.5,mb,,41,0.316,0.68,us,us10006qua,2016-09-19T15:21:08.040Z,"35km SSW of Soufriere, Dominica",earthquake,5.1,5.3,0.076,51,reviewed,us,us
2016-09-19T13:06:39.930Z,-1.9673,140.5794,12.36,4.9,mb,,108,8.376,0.66,us,us10006qu3,2016-09-19T14:08:46.040Z,"64km NNW of Jayapura, Indonesia",earthquake,9.7,3.8,0.068,67,reviewed,us,us
2016-09-19T11:33:58.530Z,35.7436,129.1707,13.43,4.6,mwr,,97,0.496,0.63,us,us10006qtm,2016-09-23T15:59:59.536Z,"11km SSW of Kyonju, South Korea",earthquake,3.9,7.2,0.086,13,reviewed,us,us
2016-09-19T03:59:45.700Z,38.1744,20.3627,10,4.7,mb,,90,1.589,1.43,us,us10006qs3,2016-09-26T00:10:35.140Z,"6km WSW of Lixourion, Greece",earthquake,6.5,1.9,0.066,70,reviewed,us,us
2016-09-19T02:48:27.380Z,-9.7174,159.1307,10,4.5,mb,,74,0.851,1.02,us,us10006tt4,2016-09-30T03:54:08.040Z,"95km WSW of Honiara, Solomon Islands",earthquake,6.5,1.8,0.15,13,reviewed,us,us
2016-09-19T02:43:06.730Z,2.2089,98.7913,10,4.6,mb,,104,0.499,0.99,us,us10006qrt,2016-09-30T02:37:44.040Z,"18km ENE of Onan Ganjang, Indonesia",earthquake,3.8,1.9,0.091,36,reviewed,us,us
2016-09-18T11:02:20.370Z,-29.1809,60.9892,14.38,4.9,mb,,38,9.282,0.59,us,us10006qn5,2016-09-18T11:20:32.040Z,"Southwest Indian Ridge",earthquake,7.4,4.1,0.08,49,reviewed,us,us
2016-09-18T07:51:22.530Z,-2.0241,140.4995,10,4.7,mb,,130,14.198,0.59,us,us10006qm9,2016-09-18T08:21:51.040Z,"60km NNW of Jayapura, Indonesia",earthquake,12.1,1.9,0.079,49,reviewed,us,us
2016-09-18T07:46:07.650Z,-2.0565,140.5593,10,4.6,mb,,101,14.213,0.73,us,us10006qm8,2016-09-18T08:05:41.040Z,"54km NNW of Jayapura, Indonesia",earthquake,7.7,1.8,0.103,28,reviewed,us,us
2016-09-18T07:17:36.730Z,-2.0179,140.4715,10,5.5,mb,,36,6.89,0.77,us,us10006qm4,2016-09-18T15:57:46.000Z,"62km NNW of Jayapura, Indonesia",earthquake,8.6,1.9,0.045,174,reviewed,us,us
2016-09-18T05:54:15.230Z,2.6004,128.4831,60,4.6,mb,,117,2.131,0.72,us,us10006qlr,2016-09-18T06:17:27.040Z,"109km NNE of Tobelo, Indonesia",earthquake,8.1,8,0.082,44,reviewed,us,us
2016-09-18T05:43:58.300Z,-29.1488,60.9208,10,4.6,mb,,62,9.223,0.8,us,us10006qls,2016-09-18T06:42:14.040Z,"Southwest Indian Ridge",earthquake,7.1,1.9,0.122,20,reviewed,us,us
2016-09-18T04:43:48.250Z,53.7332,-165.4928,47.65,4.8,mb,,162,0.435,0.82,us,us10006qlh,2016-09-26T20:23:51.259Z,"48km SSE of Akutan, Alaska",earthquake,8.4,7.2,0.035,253,reviewed,us,us
2016-09-18T01:25:54.220Z,9.1434,126.0316,59.61,4.5,mb,,116,2.108,1.09,us,us10006qk2,2016-09-18T01:45:10.088Z,"9km S of Carmen, Philippines",earthquake,11,8.6,0.102,28,reviewed,us,us
2016-09-18T00:53:40.630Z,-1.989,140.4944,10,4.9,mb,,64,6.867,0.59,us,us10006qju,2016-09-18T01:13:17.040Z,"64km NNW of Jayapura, Indonesia",earthquake,9.6,1.9,0.078,52,reviewed,us,us
2016-09-17T22:20:55.170Z,-17.9443,-176.0469,349.39,4.6,mb,,135,5.623,0.76,us,us10006qik,2016-09-17T22:36:34.040Z,"231km WNW of Neiafu, Tonga",earthquake,14.8,6.7,0.105,27,reviewed,us,us
2016-09-17T21:47:48.950Z,-1.999,140.6583,10,4.6,mb,,122,8.451,0.45,us,us10006qhs,2016-09-17T22:06:43.115Z,"59km N of Jayapura, Indonesia",earthquake,7.5,1.9,0.081,46,reviewed,us,us
2016-09-17T20:34:19.810Z,-55.1209,-31.2396,10,4.9,mb,,67,3.158,0.6,us,us10006qh8,2016-09-17T21:15:11.040Z,"South Georgia Island region",earthquake,9.8,1.9,0.09,39,reviewed,us,us
2016-09-17T20:22:46.640Z,-4.7893,101.7775,22.78,4.6,mb,,166,1.249,0.9,us,us10006qh5,2016-09-17T21:35:04.040Z,"122km SSW of Bengkulu, Indonesia",earthquake,7.7,6.6,0.095,33,reviewed,us,us
2016-09-17T20:03:06.550Z,29.8091,129.2945,191.88,4.6,mb,,121,1.966,0.77,us,us10006qh7,2016-09-17T21:47:06.040Z,"160km N of Naze, Japan",earthquake,8.7,3.1,0.092,35,reviewed,us,us
2016-09-17T20:00:49.200Z,-2.0078,140.629,13.11,5,mb,,41,8.421,0.72,us,us10006qgw,2016-09-17T20:42:44.040Z,"58km N of Jayapura, Indonesia",earthquake,9.1,3.5,0.06,90,reviewed,us,us
2016-09-17T18:00:38.310Z,-55.3025,-31.5083,32.61,5.2,mb,,54,3.058,1,us,us10006qgc,2016-09-20T21:02:50.878Z,"South Georgia Island region",earthquake,5.3,3.6,0.057,102,reviewed,us,us
2016-09-17T16:27:47.440Z,12.9723,-88.7589,62.92,4.9,mb,,112,0.846,1.09,us,us10006qfq,2016-09-17T16:44:57.040Z,"41km SSW of Puerto El Triunfo, El Salvador",earthquake,7.5,14.7,0.075,56,reviewed,us,us
2016-09-17T14:34:10.040Z,-2.0845,140.6001,27.21,5.1,mb,,63,6.761,0.7,us,us10006qfe,2016-09-17T14:52:06.040Z,"50km NNW of Jayapura, Indonesia",earthquake,9.1,2,0.087,43,reviewed,us,us
2016-09-17T13:39:45.010Z,38.6666,142.3321,34.71,4.6,mb,,131,1.451,1.01,us,us10006qf5,2016-09-19T10:23:03.263Z,"69km SE of Ofunato, Japan",earthquake,6.6,6.1,0.126,19,reviewed,us,us
2016-09-17T11:02:48.050Z,-18.6064,-177.6943,629.27,4.7,mb,,121,4.133,0.9,us,us10006qea,2016-09-30T12:22:57.040Z,"249km NNE of Ndoi Island, Fiji",earthquake,14.1,8.3,0.082,45,reviewed,us,us
2016-09-17T09:29:53.800Z,0.5005,99.4075,107.68,4.7,mb,,115,1.641,1.06,us,us10006qdx,2016-09-17T09:49:41.481Z,"97km S of Padangsidempuan, Indonesia",earthquake,6.9,6.3,0.077,51,reviewed,us,us
2016-09-17T08:28:54.460Z,-54.8658,-30.5574,10,4.9,mb,,68,3.5,0.69,us,us10006qdq,2016-09-17T08:43:57.040Z,"293km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,6.7,1.9,0.084,45,reviewed,us,us
2016-09-17T07:35:53.160Z,35.6075,141.0312,9.36,4.5,mwr,,113,0.923,1.18,us,us10006qdg,2016-09-19T13:35:13.075Z,"22km SE of Hasaki, Japan",earthquake,5.1,4.4,0.069,20,reviewed,us,us
2016-09-17T07:09:44.800Z,-6.6921,146.6411,114.44,4.6,mb,,102,2.743,0.76,us,us10006qdb,2016-09-17T07:27:42.040Z,"38km W of Lae, Papua New Guinea",earthquake,3.2,7.9,0.075,53,reviewed,us,us
2016-09-17T06:23:14.170Z,-2.0586,140.5868,10,4.9,mb,,61,6.775,0.51,us,us10006qd8,2016-09-17T06:39:58.040Z,"53km NNW of Jayapura, Indonesia",earthquake,8.9,1.9,0.083,45,reviewed,us,us
2016-09-17T03:55:57.670Z,-37.3012,-73.6826,17.66,4.6,mb,,132,0.678,0.85,us,us10006qck,2016-09-18T02:48:50.947Z,"32km W of Arauco, Chile",earthquake,6.7,4.9,0.078,50,reviewed,us,us
2016-09-17T02:31:59.900Z,-16.013,167.4309,36.76,6,mwp,,36,4.742,1.13,us,us10006qbn,2016-09-18T15:57:45.000Z,"7km NE of Norsup, Vanuatu",earthquake,7.2,6.1,,,reviewed,us,us
2016-09-17T02:30:57.090Z,-4.4357,102.8411,60.33,5.5,mb,,72,0.136,0.86,us,us10006qbk,2016-09-17T04:36:25.082Z,"66km SW of Pagaralam, Indonesia",earthquake,10.3,5.7,0.051,132,reviewed,us,us
2016-09-17T02:06:35.900Z,-2.0609,140.5609,10,5.1,mb,,65,6.801,1.16,us,us10006qbb,2016-09-17T02:25:11.040Z,"54km NNW of Jayapura, Indonesia",earthquake,8.5,1.9,0.062,85,reviewed,us,us
2016-09-17T01:20:18.120Z,-2.1156,140.5721,10,5.9,mwp,,26,6.79,1.13,us,us10006qas,2016-09-18T15:57:43.000Z,"48km NNW of Jayapura, Indonesia",earthquake,7.3,1.8,,,reviewed,us,us
2016-09-16T23:28:25.390Z,48.4898,154.659,55.75,4.7,mb,,164,5.009,0.63,us,us10006qa3,2016-09-16T23:47:00.040Z,"265km SSW of Severo-Kuril'sk, Russia",earthquake,10.7,8.1,0.071,60,reviewed,us,us
2016-09-16T18:38:05.050Z,-29.1395,60.934,10,5.4,mwb,,18,9.222,0.58,us,us10006q7u,2016-09-20T19:12:02.972Z,"Southwest Indian Ridge",earthquake,8.6,1.7,0.058,29,reviewed,us,us
2016-09-16T17:42:32.900Z,-33.7754,-179.3549,53.46,4.8,mb,,97,4.23,1.1,us,us10006q7l,2016-09-20T16:06:57.040Z,"263km S of L'Esperance Rock, New Zealand",earthquake,8.9,7.7,0.088,44,reviewed,us,us
2016-09-16T17:12:31.360Z,34.4676,141.9572,27.68,4.6,mb,,122,2.237,1.22,us,us10006q6r,2016-09-20T15:43:28.040Z,"168km ESE of Katsuura, Japan",earthquake,7.4,6.5,0.125,19,reviewed,us,us
2016-09-16T15:50:07.640Z,-24.8732,-176.9783,116.89,4.8,mb,,130,4.436,1.24,us,us10006q5m,2016-09-16T16:08:40.040Z,"South of the Fiji Islands",earthquake,11.8,11.3,0.101,30,reviewed,us,us
